****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 362431 ******* 

Variable    Labels

TAS        Sum of All TAS Flags                    
TAS19      TAS2019 = 1 if exists, else missing     
TAS21      TAS2021 = 1 if exists, else missing     
TAS23      TAS2023 = 1 if exists, else missing     
ER30000    RELEASE NUMBER                          
ER30001    1968 INTERVIEW NUMBER                   
ER30002    PERSON NUMBER                         68
ER32000    SEX OF INDIVIDUAL                       
ER32006    WHETHER SAMPLE OR NONSAMPLE             
ER72001    RELEASE NUMBER                          
ER77448    TOTAL FAMILY INCOME-2018                
ER34701    2019 INTERVIEW NUMBER                   
ER34702    SEQUENCE NUMBER                       19
ER34703    RELATION TO REFERENCE PERSON          19
ER34704    AGE OF INDIVIDUAL                     19
TA190001   RELEASE NUMBER                          
TA190022   A7 WTR INVOLVED WITH SCHOOL CLUBS       
TA190029   A13 WTR DID VOLUNTEER WORK              
TA190053   A23D HOW OFTEN INTERACT ON SOCIAL MEDIA 
TA190054   A23E HOW OFTEN FOLLOW INTERESTS         
TA190066   B17A HOW MUCH RESPONSIBLTY EARN OWN LIV 
TA190067   B17B HOW MUCH RESPONSIBLTY PAY OWN RENT 
TA190068   B17C HOW MUCH RESPONSBLTY FOR OWN BILLS 
TA190069   B17D HOW MUCH RESPONSIBLTY MANAGE MONEY 
TA190070   B18A FREQ OF HAPPINESS IN LAST MONTH    
TA190071   B18B FREQ INTEREST IN LIFE IN LAST MO   
TA190072   B18C FREQ FEELING SATISFIED IN LAST MO  
TA190074   B18E FREQ OF FEELING BELONG TO COMMUNTY 
TA190075   B18F FREQ FEELING SOCIETY GETTNG BETTER 
TA190076   B18G FREQ FEELING PEOPLE BASICALLY GOOD 
TA190078   B18J FREQ FEEL MANAGE DAILY RESONSIBLTY 
TA190079   B18K FREQ FEEL TRUSTING RELS W/OTHERS   
TA190081   B18M FREQ FEELING CONFIDENT OWN IDEAS   
TA190083   B18O FREQ OF FEELING LIFE HAD DIRECTION 
TA190119   B20F FEELING FAILURE, LET SELF DOWN     
TA190158   C15 CURRENT GENDER IDENTITY             
TA190225   D1 EMPLOYMENT STATUS 1ST MENTION        
TA190226   D1 EMPLOYMENT STATUS 2ND MENTION        
TA190227   D1 EMPLOYMENT STATUS 3RD MENTION        
TA190230   D9A TOTAL WEEKS WORKED LAST YEAR        
TA190404   WEEKS EMPLOYED PRIOR YEAR               
TA190405   WEEKS EMPLOYED YEAR BEFORE LAST         
TA190602   D86 WTR CHECKED WITH PUBLIC AGENCY      
TA190603   D86 WTR CHECKED WITH PRIVATE AGENCY     
TA190610   D86 WTR CONTACTED SCHOOL EMP CENTERS    
TA190658   D118 EDUCATIONAL ACTIVITY HOURS         
TA190664   E1 WHETHER WAGES/SALARY                 
TA190667   E2B/E2C WTR BONUS/OT/TIPS/COMMISSION    
TA190680   E3 WHETHER OTHER LABOR INCOME           
TA190683   E4 WHETHER UNEMP COMP                   
TA190684   E5 UNEMPLOYMENT COMP AMT                
TA190829   E39 UNEMPLOYMENT INCOME LAST MONTH      
TA190896   F23 CARRYOVER CREDIT CARD BALANCE       
TA190898   F25 VALUE OF CREDIT CARDS/LOANS         
TA190901   F31 WTR FEDERAL LOAN FOR EDUCATION      
TA190902   F31 WTR STATE LOAN FOR EDUCATION        
TA190903   F31 WTR PRIVATE LOAN FOR EDUCATION      
TA190904   F31 WTR OTHER TYPE LOAN FOR EDUCATION   
TA190913   G1 EDUCATIONAL ASPIRATION               
TA190915   G3 EDUCATIONAL EXPECTATION              
TA190917   G5 GRADE LEVEL COMPLETED                
TA190918   G6 WTR GRADUATED HIGH SCHOOL            
TA190927   G15 WTR ATTENDING OR HAS ATTENDED COLL  
TA190928   G16 WTR FULL OR PART TIME STUDENT       
TA190952   G18X 1ST MAJOR--COLLEGE #1              
TA191004   H1 HEALTH LEVEL                         
TA191005   H2 COMPARE HEALTH YR B4 LAST            
TA191006   H3 HEALTH YR B4 LAST: HOW MUCH BETTER   
TA191067   H10 WTR EVER HAD LEARNING DISORDER      
TA191072   H13 WTR EVER HAD OTR CHRONIC CONDITION  
TA191928   H68 WTR COVERED BY HEALTH INSURANCE     
TA192131   L7 RACE MENTION #1                      
TA192149   SUBSCALE: LANG/FLOUR EMOTIONAL WELLBEING
TA192150   SUBSCALE: LANG/FLOUR SOCIAL WELLBEING   
TA192151   SUBSCALE: LANG/FLOUR PSYCH WELLBEING    
TA192153   SCALE: SOCIAL ANXIETY                   
TA192158   MARITAL/COHABITATION STATUS             
TA192190   ENROLLMENT STATUS                       
TA192191   HIGHEST EDUCATION LEVEL                 
TA192192   COMPLETED EDUCATION OF MOTHER           
TA192194   COMPLETED EDUCATION OF FATHER           
TA192196   CURRENT STATE                           
ER78001    RELEASE NUMBER                          
ER81775    TOTAL FAMILY INCOME-2020                
ER34901    2021 INTERVIEW NUMBER                   
ER34902    SEQUENCE NUMBER                       21
ER34903    RELATION TO REFERENCE PERSON          21
ER34904    AGE OF INDIVIDUAL                     21
TA210001   RELEASE NUMBER                          
TA210021   A7 WTR INVOLVED WITH SCHOOL CLUBS       
TA210028   A13 WTR DID VOLUNTEER WORK              
TA210050   A23D HOW OFTEN INTERACT ON SOCIAL MEDIA 
TA210051   A23E HOW OFTEN FOLLOW INTERESTS         
TA210057   B17A HOW MUCH RESPONSIBLTY EARN OWN LIV 
TA210058   B17B HOW MUCH RESPONSIBLTY PAY OWN RENT 
TA210059   B17C HOW MUCH RESPONSBLTY FOR OWN BILLS 
TA210060   B17D HOW MUCH RESPONSIBLTY MANAGE MONEY 
TA210061   B18A FREQ OF HAPPINESS IN LAST MONTH    
TA210062   B18B FREQ INTEREST IN LIFE IN LAST MO   
TA210063   B18C FREQ FEELING SATISFIED IN LAST MO  
TA210065   B18E FREQ OF FEELING BELONG TO COMMUNTY 
TA210066   B18F FREQ FEELING SOCIETY GETTNG BETTER 
TA210067   B18G FREQ FEELING PEOPLE BASICALLY GOOD 
TA210069   B18J FREQ FEEL MANAGE DAILY RESONSIBLTY 
TA210070   B18K FREQ FEEL TRUSTING RELS W/OTHERS   
TA210072   B18M FREQ FEELING CONFIDENT OWN IDEAS   
TA210074   B18O FREQ OF FEELING LIFE HAD DIRECTION 
TA210110   B20F FEELING FAILURE, LET SELF DOWN     
TA210153   C15 CURRENT GENDER IDENTITY             
TA210220   D1 EMPLOYMENT STATUS 1ST MENTION        
TA210221   D1 EMPLOYMENT STATUS 2ND MENTION        
TA210222   D1 EMPLOYMENT STATUS 3RD MENTION        
TA210225   D9A TOTAL WEEKS WORKED LAST YEAR        
TA210404   WEEKS EMPLOYED PRIOR YEAR               
TA210405   WEEKS EMPLOYED YEAR BEFORE LAST         
TA210605   D86 WTR CHECKED WITH PUBLIC AGENCY      
TA210606   D86 WTR CHECKED WITH PRIVATE AGENCY     
TA210613   D86 WTR CONTACTED SCHOOL EMP CENTERS    
TA210662   D118 EDUCATIONAL ACTIVITY HOURS         
TA210678   E1 WHETHER WAGES/SALARY                 
TA210681   E2B/E2C WTR BONUS/OT/TIPS/COMMISSION    
TA210694   E3 WHETHER OTHER LABOR INCOME           
TA210716   E4 WHETHER UNEMP COMP                   
TA210717   E5 UNEMPLOYMENT COMP AMT                
TA210867   E39 UNEMPLOYMENT INCOME LAST MONTH      
TA210933   F23 CARRYOVER CREDIT CARD BALANCE       
TA210935   F25 VALUE OF CREDIT CARDS/LOANS         
TA210938   F31 WTR FEDERAL LOAN FOR EDUCATION      
TA210939   F31 WTR STATE LOAN FOR EDUCATION        
TA210940   F31 WTR PRIVATE LOAN FOR EDUCATION      
TA210941   F31 WTR OTHER TYPE LOAN FOR EDUCATION   
TA210950   G1 EDUCATIONAL ASPIRATION               
TA210952   G3 EDUCATIONAL EXPECTATION              
TA210954   G5 GRADE LEVEL COMPLETED                
TA210955   G6 WTR GRADUATED HIGH SCHOOL            
TA210964   G15A WTR ATTENDED COLLEGE               
TA210965   G15B WTR CURR ATTENDING COLLEGE         
TA210990   G18X 1ST MAJOR--COLLEGE #1              
TA211104   H1 HEALTH LEVEL                         
TA211105   H2 COMPARE HEALTH YR B4 LAST            
TA211106   H3 HEALTH YR B4 LAST: HOW MUCH BETTER   
TA211176   H10 WTR EVER HAD LEARNING DISORDER      
TA211181   H13 WTR EVER HAD OTR CHRONIC CONDITION  
TA212042   H68 WTR COVERED BY HEALTH INSURANCE     
TA212252   L7 RACE MENTION #1                      
TA212313   SUBSCALE: LANG/FLOUR EMOTION WELLBEING  
TA212314   SUBSCALE: LANG/FLOUR SOCIAL WELLBEING   
TA212315   SUBSCALE: LANG/FLOUR PSYCH WELLBEING    
TA212318   SCALE: SOCIAL ANXIETY                   
TA212326   MARITAL/COHABITATION STATUS             
TA212328   SCALE: FINANCIAL RESPONS (FINRESP)      
TA212385   ENROLLMENT STATUS                       
TA212386   HIGHEST EDUCATION LEVEL                 
TA212387   COMPLETED EDUCATION OF MOTHER           
TA212389   COMPLETED EDUCATION OF FATHER           
TA212391   CURRENT STATE                           
ER82001    RELEASE NUMBER                          
ER85629    TOTAL FAMILY INCOME-2022                
ER35101    2023 INTERVIEW NUMBER                   
ER35102    SEQUENCE NUMBER                       23
ER35103    RELATION TO REFERENCE PERSON          23
ER35104    AGE OF INDIVIDUAL                     23
TA230001   RELEASE NUMBER                          
TA230021   A7 WTR INVOLVED WITH SCHOOL CLUBS       
TA230028   A13 WTR DID VOLUNTEER WORK              
TA230050   A23D HOW OFTEN INTERACT ON SOCIAL MEDIA 
TA230051   A23E HOW OFTEN FOLLOW INTERESTS         
TA230057   B17A HOW MUCH RESPONSIBLTY EARN OWN LIV 
TA230058   B17B HOW MUCH RESPONSIBLTY PAY OWN RENT 
TA230059   B17C HOW MUCH RESPONSBLTY FOR OWN BILLS 
TA230060   B17D HOW MUCH RESPONSIBLTY MANAGE MONEY 
TA230061   B18A FREQ OF HAPPINESS IN LAST MONTH    
TA230062   B18B FREQ INTEREST IN LIFE IN LAST MO   
